"Check","Severity","Excluded","Type","Description","Details"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 100.5 mm): Rectangle of X14 on F.Silkscreen;@(141.55 mm, 102.02 mm): Pad 2 [GND] of X14 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 100.5 mm): Rectangle of X10 on F.Silkscreen;@(137.35 mm, 100.48 mm): Pad 4 [Net-(X10-TX)] of X10 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 100.5 mm): Rectangle of X10 on F.Silkscreen;@(136.85 mm, 100.48 mm): Pad 5 [GND] of X10 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 100.5 mm): Rectangle of X10 on F.Silkscreen;@(136.35 mm, 100.48 mm): Pad 6 [VDD] of X10 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(136.1 mm, 100.5 mm): Rectangle of X10 on F.Silkscreen;@(137.35 mm, 102.02 mm): Pad 3 [Net-(X10-RX)] of X10 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 100.5 mm): Rectangle of X10 on F.Silkscreen;@(136.35 mm, 102.02 mm): Pad 1 [GND] of X10 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 100.5 mm): Rectangle of X10 on F.Silkscreen;@(136.85 mm, 102.02 mm): Pad 2 [GND] of X10 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(136.1 mm, 109.9 mm): Rectangle of X12 on F.Silkscreen;@(137.35 mm, 111.42 mm): Pad 3 [/Sensor Group/TX3] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(136.1 mm, 109.9 mm): Rectangle of X12 on F.Silkscreen;@(137.35 mm, 109.88 mm): Pad 4 [Net-(X11-RX)] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 109.9 mm): Rectangle of X12 on F.Silkscreen;@(136.35 mm, 111.42 mm): Pad 1 [GND] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 109.9 mm): Rectangle of X12 on F.Silkscreen;@(136.85 mm, 111.42 mm): Pad 2 [GND] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(136.1 mm, 109.9 mm): Rectangle of X12 on F.Silkscreen;@(136.35 mm, 109.88 mm): Pad 6 [VDD] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1339 mm)","@(136.726 mm, 104.54 mm): Reference field of X11;@(136.35 mm, 105.18 mm): Pad 6 [VDD] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1344 mm)","@(136.726 mm, 104.54 mm): Reference field of X11;@(136.85 mm, 105.18 mm): Pad 5 [GND] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1377 mm)","@(136.726 mm, 104.54 mm): Reference field of X11;@(137.35 mm, 105.18 mm): Pad 4 [Net-(X10-RX)] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 105.2 mm): Rectangle of X11 on F.Silkscreen;@(137.35 mm, 105.18 mm): Pad 4 [Net-(X10-RX)] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 105.2 mm): Rectangle of X11 on F.Silkscreen;@(136.85 mm, 105.18 mm): Pad 5 [GND] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 105.2 mm): Rectangle of X11 on F.Silkscreen;@(136.35 mm, 105.18 mm): Pad 6 [VDD] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(136.1 mm, 105.2 mm): Rectangle of X11 on F.Silkscreen;@(137.35 mm, 106.72 mm): Pad 3 [Net-(X11-RX)] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(136.1 mm, 105.2 mm): Rectangle of X11 on F.Silkscreen;@(136.35 mm, 106.72 mm): Pad 1 [GND] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1354 mm)","@(141.226 mm, 104.54 mm): Reference field of X15;@(141.05 mm, 105.18 mm): Pad 6 [VDD] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1472 mm)","@(141.226 mm, 104.54 mm): Reference field of X15;@(141.55 mm, 105.18 mm): Pad 5 [GND] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 105.2 mm): Rectangle of X11 on F.Silkscreen;@(136.85 mm, 106.72 mm): Pad 2 [GND] of X11 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1339 mm)","@(136.726 mm, 109.24 mm): Reference field of X12;@(136.35 mm, 109.88 mm): Pad 6 [VDD] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1339 mm)","@(136.726 mm, 109.24 mm): Reference field of X12;@(136.85 mm, 109.88 mm): Pad 5 [GND] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(136.1 mm, 109.9 mm): Rectangle of X12 on F.Silkscreen;@(136.85 mm, 109.88 mm): Pad 5 [GND] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1339 mm)","@(136.726 mm, 109.24 mm): Reference field of X12;@(137.35 mm, 109.88 mm): Pad 4 [Net-(X11-RX)] of X12 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 105.2 mm): Rectangle of X15 on F.Silkscreen;@(142.05 mm, 105.18 mm): Pad 4 [Net-(X14-RX)] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 105.2 mm): Rectangle of X15 on F.Silkscreen;@(141.55 mm, 105.18 mm): Pad 5 [GND] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 105.2 mm): Rectangle of X15 on F.Silkscreen;@(141.05 mm, 105.18 mm): Pad 6 [VDD] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(140.8 mm, 105.2 mm): Rectangle of X15 on F.Silkscreen;@(142.05 mm, 106.72 mm): Pad 3 [Net-(X15-RX)] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 105.2 mm): Rectangle of X15 on F.Silkscreen;@(141.05 mm, 106.72 mm): Pad 1 [GND] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 105.2 mm): Rectangle of X15 on F.Silkscreen;@(141.55 mm, 106.72 mm): Pad 2 [GND] of X15 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1354 mm)","@(141.226 mm, 109.24 mm): Reference field of X16;@(141.05 mm, 109.88 mm): Pad 6 [VDD] of X16 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.1472 mm)","@(141.226 mm, 109.24 mm): Reference field of X16;@(141.55 mm, 109.88 mm): Pad 5 [GND] of X16 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 109.9 mm): Rectangle of X16 on F.Silkscreen;@(142.05 mm, 109.88 mm): Pad 4 [Net-(X15-RX)] of X16 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 109.9 mm): Rectangle of X16 on F.Silkscreen;@(141.55 mm, 109.88 mm): Pad 5 [GND] of X16 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 109.9 mm): Rectangle of X16 on F.Silkscreen;@(141.05 mm, 109.88 mm): Pad 6 [VDD] of X16 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0900 mm)","@(140.8 mm, 109.9 mm): Rectangle of X16 on F.Silkscreen;@(142.05 mm, 111.42 mm): Pad 3 [/Sensor Group/TX4] of X16 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 109.9 mm): Rectangle of X16 on F.Silkscreen;@(141.05 mm, 111.42 mm): Pad 1 [GND] of X16 on F.Cu"
"Violations","warning","False","silk_overlap","Silkscreen clearance (rule 'Pad to Silkscreen Clearance' clearance 0.1500 mm; actual 0.0000 mm)","@(140.8 mm, 109.9 mm): Rectangle of X16 on F.Silkscreen;@(141.55 mm, 111.42 mm): Pad 2 [GND] of X16 on F.Cu"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(131.4 mm, 95.8 mm): Rectangle of X5 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(126.7 mm, 100.5 mm): Rectangle of X2 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(140.8 mm, 100.5 mm): Rectangle of X14 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(131.4 mm, 100.5 mm): Rectangle of X6 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(126.7 mm, 95.8 mm): Rectangle of X1 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(126.7 mm, 105.2 mm): Rectangle of X3 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(136.1 mm, 105.2 mm): Rectangle of X11 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(140.8 mm, 105.2 mm): Rectangle of X15 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(140.8 mm, 109.9 mm): Rectangle of X16 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(136.1 mm, 100.5 mm): Rectangle of X10 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(140.8 mm, 95.8 mm): Rectangle of X13 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(126.7 mm, 109.9 mm): Rectangle of X4 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(131.4 mm, 109.9 mm): Rectangle of X8 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(131.4 mm, 105.2 mm): Rectangle of X7 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(136.1 mm, 109.9 mm): Rectangle of X12 on F.Silkscreen"
"Violations","warning","False","silk_over_copper","Silkscreen clipped by solder mask","@(136.1 mm, 95.8 mm): Rectangle of X9 on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(127.326 mm, 104.54 mm): PCB text 'X3' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(127.326 mm, 104.54 mm): PCB text 'X3' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(127.326 mm, 109.24 mm): PCB text 'X4' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(127.326 mm, 109.24 mm): PCB text 'X4' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(127.391 mm, 98.068 mm): PCB text 'X1' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(127.391 mm, 98.068 mm): PCB text 'X1' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(127.451 mm, 99.818 mm): PCB text 'X2' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(127.451 mm, 99.818 mm): PCB text 'X2' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(124.345 mm, 96.557 mm): PCB text 'RX1' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(124.345 mm, 96.557 mm): PCB text 'RX1' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(124.703 mm, 92.306 mm): PCB text 'RX2' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(124.703 mm, 92.306 mm): PCB text 'RX2' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(142.708 mm, 92.337 mm): PCB text 'RX3' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(142.708 mm, 92.337 mm): PCB text 'RX3' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(143.145 mm, 96.578 mm): PCB text 'RX4' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(143.145 mm, 96.578 mm): PCB text 'RX4' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(125.154 mm, 113.627 mm): PCB text 'TX1' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(125.154 mm, 113.627 mm): PCB text 'TX1' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(131.94975 mm, 113.87 mm): PCB text 'TX2' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(131.94975 mm, 113.87 mm): PCB text 'TX2' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(135.3695 mm, 113.87 mm): PCB text 'TX3' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(135.3695 mm, 113.87 mm): PCB text 'TX3' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(142.209 mm, 113.87 mm): PCB text 'TX4' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(142.209 mm, 113.87 mm): PCB text 'TX4' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(128.53 mm, 113.91762 mm): PCB text 'VDD' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(128.53 mm, 113.91762 mm): PCB text 'VDD' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(138.78925 mm, 113.965239 mm): PCB text 'GND' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(138.78925 mm, 113.965239 mm): PCB text 'GND' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(130.051 mm, 92.521 mm): PCB text 'GND' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(130.051 mm, 92.521 mm): PCB text 'GND' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(131.01 mm, 92.524 mm): PCB text 'RX1' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(131.01 mm, 92.524 mm): PCB text 'RX1' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.034 mm, 92.535 mm): PCB text 'TX1' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.034 mm, 92.535 mm): PCB text 'TX1' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(133.03 mm, 92.541 mm): PCB text 'RX2' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(133.03 mm, 92.541 mm): PCB text 'RX2' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(134.029 mm, 92.575 mm): PCB text 'TX2' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(134.029 mm, 92.575 mm): PCB text 'TX2' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(135.051 mm, 92.192 mm): PCB text 'RX3' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(135.051 mm, 92.192 mm): PCB text 'RX3' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.044 mm, 92.383 mm): PCB text 'TX3' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.044 mm, 92.383 mm): PCB text 'TX3' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(137.044 mm, 92.541 mm): PCB text 'RX4' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(137.044 mm, 92.541 mm): PCB text 'RX4' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(138.045 mm, 92.54 mm): PCB text 'TX4' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(138.045 mm, 92.54 mm): PCB text 'TX4' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(139.032 mm, 92.451 mm): PCB text 'VDD' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(139.032 mm, 92.451 mm): PCB text 'VDD' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(131.91 mm, 98.07 mm): Reference field of X5"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(131.91 mm, 98.07 mm): Reference field of X5"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.309 mm, 99.838 mm): Reference field of X14"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.309 mm, 99.838 mm): Reference field of X14"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.6500 mm)","@(140.712 mm, 92.9 mm): Reference field of J2"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.103 mm, 99.81 mm): Reference field of X6"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.103 mm, 99.81 mm): Reference field of X6"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.726 mm, 104.54 mm): Reference field of X11"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.726 mm, 104.54 mm): Reference field of X11"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.226 mm, 104.54 mm): Reference field of X15"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.226 mm, 104.54 mm): Reference field of X15"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.226 mm, 109.24 mm): Reference field of X16"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.226 mm, 109.24 mm): Reference field of X16"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.521 mm, 99.731 mm): Reference field of X10"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.521 mm, 99.731 mm): Reference field of X10"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.238 mm, 98.098 mm): Reference field of X13"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.238 mm, 98.098 mm): Reference field of X13"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.026 mm, 109.24 mm): Reference field of X8"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.026 mm, 109.24 mm): Reference field of X8"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.026 mm, 104.54 mm): Reference field of X7"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.026 mm, 104.54 mm): Reference field of X7"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.726 mm, 109.24 mm): Reference field of X12"
